Name,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
Nelfri Contreras,LAD,20,1,1,5.043961647,21,1,0,0,0,0,,30.1,151,42,30,17,1,12,0,2,7,3,34,sa3002809
Franklin De La Paz,LAD,20,1,3,5.7,21,0,0,0,0,1,,30,130,31,21,19,2,10,1,3,4,1,35,sa3002811
Dayeison Arias,SEA,22,4,1,1.14545395,44,0,0,0,13,1,,55,210,28,12,7,3,15,0,1,2,1,80,sa3002812
Daritzon Feliz,CLE,19,4,5,5.84713731,12,9,0,0,0,0,,52.1,241,63,41,34,5,18,0,3,6,0,55,sa3002813
Moises Lugo,SDP,20,5,2,3.825,14,2,0,0,0,0,,40,167,42,24,17,3,8,0,5,2,1,41,sa3002814
Kelvin Nunez,SEA,19,3,2,4.445121683,14,9,0,0,0,1,,54.2,230,57,29,27,7,15,1,4,3,0,42,sa3002816
Juan Mercedes,SEA,19,3,4,5.124084024,11,4,0,0,0,0,,45.2,195,52,31,26,8,5,0,3,1,0,31,sa3002818
Jesus Ozoria,SFG,21,5,6,4.684931629,19,14,0,0,1,0,,73,315,71,43,38,4,30,0,4,5,0,48,sa3002819
Reinaldo De Paula,LAD,20,6,1,4.835828192,19,0,0,0,1,2,,22.1,99,13,17,12,0,16,0,4,11,0,32,sa3002820
Juan Gomez,MIL,22,3,1,2.670328271,13,10,0,0,0,0,,60.2,255,50,25,18,0,23,0,4,16,0,42,sa3002821
Hayden Roberts,COL,23,4,1,6.024798137,32,0,0,0,0,2,,40.1,196,54,34,27,6,26,0,0,6,0,34,sa3002823
Saul De La Cruz,PIT,21,2,1,1.109590578,15,0,0,0,0,1,,24.1,94,13,7,3,2,6,0,5,3,0,31,sa3002906
Stiward Aquino,LAA,20,0,5,6.872720957,12,12,0,0,0,0,,36.2,169,46,30,28,4,16,0,3,3,3,49,sa3002911
Gabriel Noguera,ATL,23,4,5,3.587413927,24,16,0,0,2,1,,95.1,428,99,59,38,8,44,0,7,10,4,82,sa3002914
Jervic Chavez,HOU,22,3,2,2.54717004,13,0,0,0,1,1,,35.1,144,22,11,10,3,17,0,1,5,0,36,sa3002916
Rafael Kelly,OAK,22,6,5,3.349622859,20,14,0,0,1,0,,88.2,369,80,44,33,9,21,0,2,4,1,76,sa3002917
Jose Romero,MIL,21,0,1,6.456535928,10,0,0,0,0,0,,15.1,73,14,13,11,3,14,0,3,1,0,14,sa3002919
Manuel Manzanillo,OAK,21,1,4,7.105272609,17,0,0,0,0,2,,25.1,126,37,28,20,2,17,0,1,10,1,27,sa3002920
Juan Manuel Abril,CIN,21,1,7,6.991077381,12,12,0,0,0,0,,37.1,184,45,32,29,3,21,0,5,6,0,32,sa3002921
Alejandro Mejia,COL,20,0,1,7.568181818,15,1,0,0,0,0,,44,215,64,43,37,5,25,0,3,9,1,26,sa3002923
Raibel Custodio,ARI,19,1,2,5.4,16,0,0,0,0,1,,20,89,19,15,12,2,12,0,1,8,0,17,sa3002924
Franklin Dacosta,TBR,19,3,2,2.094825864,10,5,0,0,0,0,,38.2,154,31,11,9,2,10,0,1,4,0,36,sa3002925
Marco Jimenez,DET,19,3,2,4.127391042,14,10,0,0,0,1,,52.1,224,50,26,24,8,21,0,2,2,0,36,sa3002926
Luis Moreno,SFG,20,5,3,7.036363636,14,7,0,0,0,0,,55,251,78,47,43,7,15,0,4,5,2,36,sa3002928
Yunior Hinojosa,TOR,19,1,1,5.1,17,0,0,0,3,1,,30,134,28,24,17,2,15,0,2,4,0,27,sa3002930
Carlos Caminero,ATL,21,0,2,7.615384615,8,0,0,0,1,0,,13,64,20,12,11,1,5,0,0,2,0,12,sa3002931
Dauris Lopez,TBR,20,3,1,4.247186187,16,0,0,0,0,1,,29.2,140,28,18,14,2,21,0,6,9,0,22,sa3002932
Leonardo Taveras,STL,20,2,1,4.618421632,21,0,0,0,4,2,,25.1,128,19,15,13,0,24,1,9,6,1,43,sa3002934
Luis De Jesus,ATL,20,0,3,6.666659131,10,4,0,0,0,0,,27,143,35,28,20,2,24,0,5,4,0,24,sa3002935
Walner Polanco,ATL,22,1,2,4.609749879,11,6,0,0,0,0,,27.1,127,27,18,14,3,15,0,3,6,0,17,sa3002936
Andres German,NYM,22,4,1,3.857142857,12,6,0,0,0,1,,42,178,50,24,18,6,7,0,0,4,0,32,sa3002937
Francis Pena,SFG,22,0,4,5.610382245,17,0,0,0,1,2,,25.2,112,34,19,16,1,3,0,2,6,1,16,sa3002938
Raymells Rosa,COL,20,2,0,3.901731953,33,0,0,0,1,1,,57.2,239,55,28,25,2,15,0,2,7,0,58,sa3002939
Roy Garcia,STL,18,2,5,8.653846154,14,2,0,0,3,1,,26,133,32,28,25,2,24,1,1,11,1,28,sa3002941
Cristoffer Zapata,STL,20,2,1,3.566030934,18,0,0,0,6,1,,17.2,75,7,7,7,1,14,0,3,3,0,18,sa3002942
Nelson Prada,STL,19,5,2,3.333333333,18,0,0,0,2,3,,27,115,31,12,10,0,7,2,2,2,0,23,sa3002944
Jol Concepcion,TOR,20,2,3,3.176470588,9,9,0,0,0,0,,34,147,35,15,12,3,9,0,1,2,0,31,sa3002947
Juan Mejia,TEX,20,5,1,3.240002719,18,0,0,0,0,1,,41.2,183,44,19,15,1,11,0,1,3,0,40,sa3002949
Jose Gomez,CHC,22,4,2,3.33708044,15,6,0,0,0,1,,59.1,245,50,27,22,2,22,0,6,4,0,59,sa3002950
Yovanny Cruz,CHC,19,1,2,6.464779528,9,7,0,0,0,0,,23.2,116,20,21,17,3,19,0,3,10,0,28,sa3002951
Kleiber Carreno,CHC,20,2,3,8.678578818,18,0,0,0,2,2,,37.1,201,56,45,36,3,28,1,4,7,1,36,sa3002953
Keiber Arredondo,CHC,21,3,1,2.8,18,2,0,0,4,1,,45,196,42,17,14,2,23,0,2,6,1,45,sa3002954
Ronald Burgos,DET,19,0,1,10.80002197,13,0,0,0,0,0,,15,81,28,21,18,3,7,0,2,2,1,11,sa3002955
Keider Montero,DET,18,4,3,2.076921609,10,10,1,1,0,0,,47.2,191,44,15,11,2,16,0,0,0,0,49,sa3002956
Andy Santana,DET,19,3,0,4.808225836,12,0,0,0,1,1,,24.1,109,26,13,13,2,15,0,1,4,0,17,sa3002957
Jose Rodulfo,LAD,18,1,5,4.499999841,14,6,0,0,0,2,,54,236,67,36,27,4,9,0,4,9,1,46,sa3002961
Jose Peguero,NYY,20,0,1,3.375,9,0,0,0,0,0,,16,83,17,17,6,2,11,0,0,3,1,18,sa3002962
Maximo Cortes,DET,19,1,1,5.484383663,10,0,0,0,0,0,,21.1,97,24,13,13,3,8,0,3,1,0,21,sa3002963
Helcris Olivarez,COL,18,4,4,3.857140836,14,14,0,0,0,0,,60.2,267,54,31,26,9,31,0,6,8,0,82,sa3002965
Wikelman Ramirez,TBR,18,3,1,6.627266637,15,1,0,0,2,1,,36.2,156,35,27,27,6,10,0,1,1,0,37,sa3002966
Erick Perez,CHW,20,3,0,1.916127853,23,0,0,0,4,0,,51.2,209,36,15,11,2,24,0,5,9,1,59,sa3002968
Luis Alvarez,TOR,19,3,1,2.362497015,14,0,0,0,1,1,,26.2,110,21,10,7,1,7,0,2,2,1,17,sa3002972
Kelvin De Los Santos,KCR,21,5,1,2.014928413,14,0,0,0,3,0,,22.1,90,17,10,5,1,7,0,0,1,1,22,sa3002974
Carlos Sanchez,KCR,20,0,0,1.687494669,3,3,0,0,0,0,,10.2,43,8,4,2,0,4,0,3,3,0,9,sa3002975
Jefferson Escorcha,NYM,19,7,1,2.375998187,15,0,0,0,0,1,,41.2,169,40,14,11,3,8,0,2,3,0,33,sa3002977
Ferrol Heredia,CHC,20,2,2,4.228918092,15,7,0,0,0,0,,55.1,250,49,32,26,2,32,0,2,13,0,50,sa3002978
Edisson Gonzalez,TBR,19,4,2,2.454546706,13,11,0,0,0,0,,62.1,262,55,19,17,6,13,0,7,5,0,77,sa3002979
Didier Vargas,CHC,20,1,5,6.260869565,15,9,0,0,0,0,,46,224,51,40,32,2,38,0,4,10,0,25,sa3002981
Ignacio Feliz,SDP,19,2,4,4.395351274,13,12,0,0,0,0,,57.1,258,57,38,28,7,27,0,4,4,0,55,sa3002982
Luis D. Garcia,CLE,19,7,0,2.577890831,13,11,0,0,0,0,,66.1,265,53,26,19,2,15,0,0,2,0,44,sa3002983
Joseph Salazar,DET,19,2,3,2.25,9,8,0,0,0,0,,40,168,39,18,10,1,12,0,1,1,0,29,sa3002984
Cleiverth Perez,DET,19,1,3,3.153282476,11,10,0,0,0,0,,45.2,196,46,19,16,2,11,0,3,1,0,29,sa3002985
Ricardo Silva,DET,19,3,2,4.5,13,3,0,0,0,0,,32,136,38,19,16,3,4,0,0,1,0,25,sa3002986
Rovaldis Cabrera,KCR,19,4,1,3.857146141,12,2,0,0,0,1,,37.1,161,34,16,16,5,14,1,3,2,0,38,sa3002992
Angel Zerpa,KCR,19,6,3,3.395211714,13,12,0,0,0,0,,55.2,223,46,21,21,6,14,0,2,2,0,55,sa3002993
Leandro Mendez,KCR,19,2,2,4.438362311,13,0,0,0,0,2,,24.1,104,25,15,12,1,9,1,1,5,0,14,sa3002994
Donato Auguste,CHC,21,3,2,5.178089362,14,0,0,0,2,1,,24.1,112,28,19,14,2,9,0,1,6,0,32,sa3002995
Delvin Capellan,KCR,20,4,2,4.987264176,12,12,0,0,0,0,,52.1,223,53,31,29,7,14,0,6,1,1,53,sa3002996
Yonathan Matos,KCR,20,4,5,7.848827983,14,4,0,0,1,2,,28.2,135,36,27,25,2,16,0,3,12,1,33,sa3002997
Naswell Paulino,TOR,19,2,1,3.951219512,12,5,0,0,2,0,,41,194,50,24,18,4,17,0,3,6,0,36,sa3002998
Luis Perez,DET,19,0,1,4.609744732,9,0,0,0,0,0,,13.2,60,14,10,7,0,5,0,0,0,1,12,sa3003000
Francarlos Dacosta,DET,19,3,1,3.413793103,7,5,0,0,0,0,,29,127,30,19,11,3,7,0,1,9,0,16,sa3003001
Hector Acosta,CHW,20,1,8,6.319148936,12,10,0,0,0,0,,47,236,74,52,33,5,18,0,2,2,1,23,sa3003002
Austin Morales,KCR,21,2,0,1.611942731,15,0,0,0,5,1,,22.1,92,15,5,4,0,12,1,0,2,0,12,sa3003003
Brayan Herrera,CHW,21,2,2,5.268279693,10,0,0,0,0,1,,13.2,64,18,12,8,3,2,0,1,4,0,13,sa3003006
Adan Frias,KCR,20,0,1,3.428571429,6,4,0,0,2,0,,21,89,19,8,8,1,8,0,1,1,0,21,sa3003007
Rodolfo Sanchez,TBR,19,3,2,3.410528028,13,13,0,0,0,0,,63.1,263,55,24,24,4,20,0,0,7,0,57,sa3003009
Daniel Santana,TBR,21,1,2,3.075953303,8,5,0,0,0,1,,26.1,112,21,11,9,2,11,0,2,5,0,25,sa3003011
Joan Valdez,LAD,20,0,2,8.7,11,10,0,0,0,1,,30,147,47,33,29,10,11,0,4,1,0,23,sa3003013
Abel Estevez,NYY,19,2,1,4.447064112,17,0,0,0,4,2,,28.1,129,31,17,14,0,12,0,5,4,1,19,sa3003014
Adolfo Ramirez,LAD,20,3,2,1.757396549,17,2,0,0,1,0,,56.1,209,34,12,11,2,10,0,3,2,0,69,sa3003015
Geremy Galindez,MIA,21,4,0,4.5,18,0,0,0,2,1,,24,100,26,14,12,1,5,1,1,4,0,16,sa3003018
Roansy Contreras,NYY,19,12,5,3.332502285,24,24,0,0,0,0,,132.1,536,105,55,49,10,36,0,4,9,1,113,sa3003020
Luis Palacios,MIA,18,1,0,1.115703359,10,4,0,0,1,0,,40.1,145,25,5,5,2,2,0,0,2,0,42,sa3003021
Juan Gonzalez,LAD,19,2,3,6.260869565,16,0,0,0,0,2,,23,107,21,18,16,1,13,0,7,4,0,26,sa3003023
Allinson Benitez,STL,19,2,0,1.636363636,8,0,0,0,0,1,,11,54,9,2,2,0,10,0,2,3,0,11,sa3003024
Santiago Florez,PIT,19,2,2,3.455997363,10,10,1,1,0,0,,41.2,181,35,19,16,4,21,0,4,8,1,36,sa3003026
Pablo Santana,SEA,20,2,1,5.837829863,11,0,0,0,1,0,,24.2,119,30,21,16,2,12,0,3,5,2,25,sa3003028
Ronny Garcia,HOU,19,3,3,2.628316366,19,1,0,0,5,1,,37.2,154,27,14,11,0,17,0,3,7,2,29,sa3003030
Jose Natera,LAA,19,3,5,6.872720957,12,3,0,0,0,0,,36.2,176,49,31,28,8,17,0,0,11,1,40,sa3003031
Brayan Salaya,MIL,19,2,4,7.262073742,13,4,0,0,0,1,,48.1,232,72,47,39,3,20,0,2,7,0,52,sa3003032
Jose Martinez,BAL,19,1,0,4.304347826,10,0,0,0,1,0,,23,112,17,17,11,0,21,0,6,9,0,17,sa3003033
Leudy Martinez,MIA,19,3,0,4.885714286,12,4,0,0,0,0,,35,165,31,23,19,3,29,0,4,6,0,37,sa3003034
Nicolas Medina,TOR,19,0,3,6.029131796,22,0,0,0,0,2,,34.1,168,45,28,23,4,18,0,2,3,2,35,sa3003035
Samuel Reyes,PIT,23,2,4,2.292454955,35,3,0,0,6,0,,70.2,291,52,19,18,4,23,1,2,2,1,73,sa3003036
Diego Blanco,COL,19,3,0,4.909096548,29,0,0,0,2,2,,29.1,134,33,21,16,1,14,0,3,5,0,29,sa3003038
Angel Macuare,HOU,19,1,2,5.869558768,10,6,0,0,1,0,,30.2,138,27,21,20,1,22,0,2,4,1,34,sa3003039
Rodard Avelino,STL,20,0,3,16.97143782,14,0,0,0,0,0,,11.2,81,10,27,22,0,35,0,4,5,0,15,sa3003040
Noe Toribio,PIT,19,5,3,3.176470588,14,11,0,0,1,1,,68,275,51,26,24,5,20,0,6,5,0,66,sa3003041
Francis Del Orbe,PIT,20,3,1,3.428571429,17,1,0,0,0,1,,42,180,35,19,16,3,16,1,2,3,0,48,sa3003043
Julio Rosario,PIT,20,0,0,6.04478524,13,0,0,0,0,0,,22.1,107,22,20,15,2,16,0,4,9,0,15,sa3003044
Alfredo Garcia,COL,19,5,12,5.317137002,27,27,0,0,0,0,,130.1,568,143,86,77,14,52,0,8,13,5,151,sa3003045
Osiris German,MIN,20,3,1,3.106192069,16,0,0,0,0,0,,37.2,159,30,14,13,3,10,1,10,3,0,47,sa3003046
Anyelo Luna,NYY,21,1,2,6.267845828,12,1,0,0,0,0,,18.2,87,21,16,13,0,9,1,2,6,0,16,sa3003048
Luis Arrieta,PIT,20,3,1,5.727272727,13,0,0,0,1,0,,22,107,21,20,14,2,20,0,3,10,0,18,sa3003050
Wilmer Jimenez,KCR,21,0,1,3.130434783,13,0,0,0,2,1,,23,98,18,10,8,2,13,0,1,1,0,34,sa3003052
Ramon Pineda,CHW,21,2,1,2.219181155,17,0,0,0,0,1,,24.1,101,17,11,6,0,8,0,4,4,0,23,sa3003053
Andry Cuevas,CIN,20,6,2,2.267173922,28,0,0,0,15,3,,43.2,167,19,15,11,2,19,2,4,3,0,56,sa3003054
Jose Lopez,TBR,20,4,3,2.536911128,12,12,0,0,0,0,,49.2,212,42,23,14,3,23,0,0,6,1,55,sa3003055
Cesar Angomas,BAL,19,2,5,2.142857143,14,14,0,0,0,0,,63,274,55,29,15,0,32,0,3,10,1,64,sa3003057
Leonardo Rodriguez,BAL,21,2,2,2.649534033,14,13,0,0,0,0,,71.1,297,47,27,21,4,25,0,12,9,2,80,sa3003058
Luis C. Garcia,CLE,22,1,0,2.8125,13,0,0,0,1,1,,16,69,14,11,5,1,7,0,0,4,0,21,sa3003062
Victor Medina,DET,19,3,0,6.051734686,13,0,0,0,0,1,,19.1,89,22,17,13,0,11,1,1,3,0,17,sa3003063
Eliezer Rodriguez,MIA,20,3,2,7.448288844,12,0,0,0,0,0,,19.1,90,24,16,16,4,10,0,0,3,0,17,sa3003064
Juan Diaz,TOR,21,3,5,4.308508453,12,12,0,0,0,0,,62.2,263,64,36,30,5,18,0,1,9,1,45,sa3003065
Tahnaj Thomas,PIT,20,2,3,3.165519323,12,12,0,0,0,0,,48.1,200,40,22,17,5,14,0,2,5,1,59,sa3003066
Maiker Manuel,CIN,20,3,0,6.529411765,13,6,0,0,0,0,,51,231,67,42,37,7,7,0,1,3,3,52,sa3003068
Alejandro Chavez,DET,19,0,4,8.804338152,11,7,0,0,0,0,,30.2,159,44,35,30,4,26,0,2,6,0,23,sa3003070
Raul De Los Reyes,DET,21,3,3,2.858826929,21,0,0,0,0,2,,28.1,126,35,12,9,1,5,0,0,3,0,28,sa3003071
Juan Vazquez,DET,19,3,3,4.97368109,22,2,0,0,3,0,,50.2,232,62,39,28,1,19,0,3,14,1,44,sa3003072
Luis De Paula,HOU,22,1,1,4.35483871,16,0,0,0,1,0,,31,134,25,17,15,1,21,0,2,2,1,32,sa3003073
Christofer Dominguez,NYM,19,3,3,5.238802242,14,8,0,0,1,0,,44.2,201,49,30,26,1,15,0,5,4,0,39,sa3003078
Ramon Guzman,NYM,22,1,2,4.946561284,16,7,0,0,0,1,,43.2,189,38,26,24,4,19,0,6,6,1,35,sa3003079
Victor Santos,PHI,18,5,10,4.015835486,27,13,0,0,0,1,,105.1,433,106,54,47,11,18,0,9,3,2,89,sa3003083
Hector Soto,STL,20,1,1,3.681813348,16,6,0,0,2,0,,51.1,217,42,27,21,6,12,0,5,6,0,57,sa3003084
Janick Lopez,TBR,20,2,2,10.6744437,9,1,0,0,0,2,,14.1,81,21,20,17,1,13,0,1,9,0,17,sa3003085
Rosmer Inojosa,TEX,19,3,4,9.165145634,10,6,0,0,0,0,,36.1,185,60,39,37,8,16,0,3,4,1,46,sa3003088
Elias Herrera,CHC,21,3,2,4.153842345,17,0,0,0,1,0,,34.2,143,26,18,16,1,7,1,7,3,0,40,sa3003089
Jose Alberto Rivera,HOU,22,5,5,3.80616561,18,11,0,0,1,0,,75.2,319,61,38,32,2,36,0,3,16,0,95,sa3003090
Diarlin Jimenez,CLE,19,1,4,4.655175476,12,12,0,0,0,0,,48.1,236,60,46,25,1,28,0,7,16,2,43,sa3003091
Gaudy Ramirez,TOR,21,1,1,10.63636364,8,1,0,0,0,1,,11,62,16,18,13,4,11,0,1,1,3,15,sa3003094
Rafael Monsion,TOR,19,5,0,1.770490419,10,5,0,0,0,0,,40.2,156,30,8,8,3,9,0,0,4,0,37,sa3003096
Williams Valencia,NYM,18,2,4,4.6875,20,5,0,0,1,0,,48,212,49,29,25,0,25,0,3,9,0,37,sa3003097
Carlos Paula,CHC,19,2,1,2.793103448,14,7,0,0,0,0,,58,235,36,18,18,1,24,0,6,9,2,64,sa3003098
Ariel Mojica,CIN,20,1,5,2.872343515,16,0,0,0,3,2,,31.1,142,35,18,10,1,12,2,2,5,1,32,sa3003099
Jose Montilla,ATL,21,3,9,3.026907279,31,0,0,0,4,3,,74.1,311,77,37,25,6,15,1,2,6,2,63,sa3003102
Nelvin Correa,NYY,22,7,2,3.093750092,12,8,1,1,0,0,,64,256,55,24,22,6,10,0,1,4,0,53,sa3003103
Ismael Aquino,OAK,20,2,2,7.220921745,18,1,0,0,1,0,,28.2,136,31,29,23,2,18,0,2,12,0,34,sa3003104
Carlos Romero,WSN,19,0,5,5.25,11,10,0,0,0,0,,48,230,59,39,28,4,25,0,3,3,0,41,sa3003106
Abrahan Lopez,SEA,19,0,1,4.859990174,11,0,0,0,0,0,,16.2,79,21,12,9,2,9,0,3,7,0,12,sa3003107
Miguel Romero,OAK,25,4,1,3.96330081,45,1,0,0,3,1,,72.2,324,65,34,32,11,36,2,6,4,2,81,sa3003109
Jose Moreno,STL,18,3,5,8.333333333,13,13,0,0,0,0,,54,271,93,60,50,8,29,0,1,4,2,41,sa3003113
Miguel Pena,ATL,20,0,1,1.883725359,9,0,0,0,1,0,,14.1,63,16,8,3,1,5,1,0,2,0,14,sa3003115
Rodolfo Fajardo,DET,19,1,1,3.292686986,12,9,0,0,0,0,,27.1,111,25,10,10,3,6,0,1,0,0,22,sa3003117
Rafael Prensa,TBR,21,1,6,5.307692308,16,0,0,0,1,2,,39,167,43,26,23,4,11,1,2,8,1,35,sa3003118
Jesus Rosario,MIA,19,1,1,7.2,10,0,0,0,0,0,,10,51,16,10,8,1,4,0,3,6,0,7,sa3003120
Yoel De Leon,LAA,21,2,3,6.120003473,14,9,0,0,0,0,,50,232,60,44,34,13,25,0,1,8,0,56,sa3003122
Robinson Pina,LAA,20,5,8,3.833333333,26,21,0,0,1,2,,108,475,85,58,46,5,61,0,9,7,1,146,sa3003123
Marcos Tineo,ARI,22,6,4,2.56499863,15,8,0,0,0,0,,66.2,275,62,25,19,1,19,0,1,10,1,66,sa3003124
Aneudis Beard,CHC,21,0,0,0.870970582,8,0,0,0,3,0,,10.1,41,3,2,1,0,6,0,1,1,0,9,sa3003125
Liu Fuenmayor,ARI,20,4,2,2.284615552,19,0,0,0,0,0,,43.1,180,32,12,11,0,16,0,3,2,0,58,sa3003126
Marcos Correa,NYM,19,0,1,3.176470588,15,0,0,0,0,0,,17,72,14,7,6,2,10,0,0,3,0,11,sa3003128
Eduardo Salazar,CIN,21,6,3,3.808789363,35,11,0,0,0,0,,106.1,457,105,52,45,9,36,0,12,8,4,81,sa3003131
Frainger Aranguren,CIN,22,3,1,3.159577866,20,0,0,0,0,1,,31.1,135,35,15,11,5,6,0,1,0,0,20,sa3003132
Manuel Cachutt,CIN,22,0,3,8.307682557,21,0,0,0,0,2,,26,129,34,27,24,2,18,1,4,6,2,23,sa3003133
Jose Conopoima,PHI,19,1,3,2.832165943,14,7,0,0,0,0,,47.2,194,46,22,15,3,11,0,1,2,1,43,sa3003134
Jender De Jesus,NYM,21,4,1,3.413793103,17,0,0,0,1,1,,29,127,29,14,11,3,14,0,3,10,0,21,sa3003135
Osvaldo Bido,PIT,23,12,8,3.316945172,25,25,0,0,0,0,,135.2,552,112,56,50,10,38,0,8,6,2,107,sa3003138
Jose Miguel Gonzalez,CHC,21,0,1,3.467892942,12,12,0,0,0,0,,36.1,144,25,17,14,3,15,0,1,5,0,29,sa3003139
Steven Cruz,MIN,20,1,0,2.903225806,17,0,0,0,1,1,,31,140,22,12,10,1,23,0,2,5,0,48,sa3003140
Jose Parra,MIL,22,3,1,3,24,0,0,0,6,2,,36,149,37,20,12,2,4,0,3,4,0,45,sa3003141
Hector Rodriguez,NYM,21,3,2,6.067408839,22,0,0,0,0,1,,29.2,145,29,25,20,2,21,0,9,5,1,40,sa3003142
Fabricio Reina,HOU,19,1,3,3.802819455,14,8,0,0,0,0,,47.1,207,38,27,20,0,25,0,7,14,0,45,sa3003143
Manuel Santiago,TEX,19,7,1,2.842101834,14,9,0,0,0,1,,57,234,47,23,18,5,13,0,1,3,0,55,sa3003145
Emilio Alfonzo,TBR,18,3,2,4.114285714,11,5,0,0,0,0,,35,156,25,16,16,1,31,0,6,3,0,32,sa3003146
Eliecer Guevara,COL,20,1,2,4.049994882,19,0,0,0,2,0,,26.2,118,27,16,12,1,6,0,9,5,1,20,sa3003150
Angel Ozuna,DET,20,3,0,5.803733145,17,0,0,0,3,1,,35.2,164,34,29,23,3,21,1,4,7,0,31,sa3003151
Jhonfran Escalona,NYM,20,3,2,2.8993309,16,1,0,0,1,0,,49.2,200,41,20,16,1,11,1,1,1,0,38,sa3003152
Carlos M Francisco,PHI,21,0,2,6.942867169,9,5,0,0,0,0,,23.1,116,34,21,18,2,12,0,1,1,0,18,sa3003153
Edward Vasquez,CHC,21,4,0,1.928573071,7,7,0,0,0,0,,37.1,143,29,10,8,1,8,0,3,1,0,22,sa3003156
Wilser Barrios,NYY,21,3,1,3.037496148,13,0,0,0,0,1,,26.2,114,23,10,9,1,10,0,0,1,0,26,sa3003157
Emilker Guzman,LAA,20,3,7,4.816213733,15,12,0,0,0,0,,61.2,261,63,42,33,5,14,0,3,8,1,59,sa3003158
Juan Mejia,COL,18,0,0,2.825578074,24,0,0,0,4,0,,28.2,122,16,11,9,2,15,0,6,5,0,28,sa3003159
Reinardo Mota,CIN,20,2,1,11.84208624,12,0,0,0,1,2,,19,105,20,28,25,0,25,0,8,10,0,19,sa3003160
Dannysmel Tavarez,CIN,21,4,4,6.464793335,16,8,0,0,0,2,,47.1,233,51,46,34,1,28,0,17,18,1,34,sa3003161
Fernando Melo,TBR,19,1,2,4.285714286,11,0,0,0,0,1,,21,98,14,12,10,0,16,0,3,9,0,18,sa3003162
Matthew Peguero,TBR,19,3,2,5.351351351,10,10,0,0,0,0,,37,172,48,24,22,5,15,0,1,0,0,23,sa3003164
Jose Butto,NYM,21,4,10,3.616071429,27,25,0,0,0,0,,112,467,100,53,45,8,31,0,5,4,2,109,sa3003166
Ronard Soto,CIN,20,4,1,3.056597944,17,0,0,0,2,0,,35.1,148,34,14,12,0,10,0,1,2,3,42,sa3003179
Isaias Leon,TEX,19,0,0,2.612911746,8,0,0,0,0,0,,10.1,52,14,4,3,1,8,0,1,6,0,10,sa3003220
J.C. Cloney,KCR,24,3,7,3.486264704,28,17,0,0,1,0,,121.1,510,123,59,47,16,30,1,8,1,1,97,sa3003927
Larimel Soriano,STL,19,1,2,3.033704419,20,0,0,0,0,1,,29.2,145,34,19,10,0,20,4,2,8,0,35,sa3003930
Bryan Sammons,MIN,24,9,6,3.176470486,25,24,1,0,0,0,,119,495,99,47,42,12,49,0,3,4,0,131,sa3003932
Riley Echols,CLE,24,3,2,4.367640566,19,0,0,0,4,1,,22.2,105,24,13,11,2,18,1,0,4,0,19,sa3003933
John Parke,CHW,24,7,6,3.096331034,26,26,0,0,0,0,,145.1,606,140,65,50,11,38,0,8,11,2,75,sa3003988
Adam Reuss,OAK,24,0,5,4.887927016,9,5,0,0,0,0,,38.2,182,42,31,21,3,20,0,6,10,0,30,sa3003993
Jason Alexander,LAA,26,4,8,6.6611863,23,15,0,0,0,2,,101.1,471,135,84,75,10,36,0,5,7,0,96,sa3003997
Diego Cordero,NYY,19,3,2,3.203390109,15,3,0,0,2,1,,39.1,156,30,18,14,2,6,0,3,3,1,28,sa3004004
Ramon Perez,SDP,19,3,7,5.170212766,31,10,0,0,1,0,,94,420,89,59,54,5,50,1,10,16,1,103,sa3004005
Robinson Ortiz,LAD,19,4,5,4.586874478,19,18,0,0,0,0,,86.1,365,73,47,44,10,40,0,5,3,2,74,sa3004006
Cole Bartlett,ARI,24,9,6,3.388665433,39,0,0,0,5,2,,82.1,341,77,39,31,4,21,0,1,5,0,61,sa3004009
Israel Lantigua,CIN,20,1,0,6,20,0,0,0,1,0,,30,157,31,26,20,1,35,0,5,9,0,25,sa3004010
Calvin Faucher,MIN,23,3,2,4.418181818,34,0,0,0,2,3,,55,240,59,31,27,2,22,0,1,4,0,61,sa3004013
Ty Tice,TOR,22,3,4,2.341039094,46,0,0,0,8,4,,57.2,251,43,23,15,2,29,1,2,6,1,64,sa3004015
Austin Hutchison,SEA,24,5,12,4.638461538,26,24,0,0,0,0,,130,579,144,79,67,15,53,0,10,9,0,136,sa3004018
Matt Peacock,ARI,25,8,4,2.965326485,21,20,2,1,0,0,,115.1,464,96,41,38,5,43,0,1,2,0,81,sa3004019
Thomas St. Clair,STL,25,2,0,9,24,0,0,0,1,1,,34,173,37,34,34,3,38,0,2,5,0,35,sa3004021
Scott Boches,SEA,24,3,8,4.028225652,44,2,0,0,1,3,,82.2,357,75,46,37,4,32,2,8,3,0,104,sa3004022
Graham Spraker,TOR,24,7,5,2.842097037,25,17,1,0,1,0,,114,463,102,38,36,6,30,0,10,5,1,79,sa3004024
Matt Shannon,TOR,24,1,4,4.228910512,22,0,0,0,4,0,,27.2,133,34,18,13,1,15,1,0,3,0,33,sa3004087
Sal Biasi,SEA,23,7,4,4.955693211,34,0,0,0,0,0,,52.2,232,45,31,29,6,32,1,5,7,1,63,sa3004091
